speech,noise,noise_start,noise_end,SNR,RT60,speech_RIR,noise_RIR,spk_id
dev/aac/id04198/CVvWhdDlQuk/00071,freesound/restaurant/67191__benboncan__supermarket-cafe_R_03_part_16kHz_mono,3174400,3273600,16,0.6297490193716979,dev/aac/id04198/CVvWhdDlQuk/00071_speechRIR,dev/aac/id04198/CVvWhdDlQuk/00071_noiseRIR,VOXCELEB2id04198
dev/aac/id00316/o14-cvvN1_w/00137,freesound/crowd/171370__klankbeeld__coffee-corner-calm-001_R_01_part_16kHz_mono,1800869,1869477,8,0.5860114193432568,dev/aac/id00316/o14-cvvN1_w/00137_speechRIR,dev/aac/id00316/o14-cvvN1_w/00137_noiseRIR,VOXCELEB2id00316
dev/aac/id03088/OqWHt9xfaPs/00200,fma_small/092/092548,99346,196626,3,0.7762613533486651,dev/aac/id03088/OqWHt9xfaPs/00200_speechRIR,dev/aac/id03088/OqWHt9xfaPs/00200_noiseRIR,VOXCELEB2id03088
dev/aac/id03994/DcdG0FSTnhw/00139,fma_small/120/120315,198400,297600,19,0.36395028021200126,dev/aac/id03994/DcdG0FSTnhw/00139_speechRIR,dev/aac/id03994/DcdG0FSTnhw/00139_noiseRIR,VOXCELEB2id03994
dev/aac/id03215/MIbb-La88-c/00115,fma_small/055/055113,397708,478604,10,0.4030366056563571,dev/aac/id03215/MIbb-La88-c/00115_speechRIR,dev/aac/id03215/MIbb-La88-c/00115_noiseRIR,VOXCELEB2id03215
dev/aac/id06403/Xuze8nctek0/00155,fma_small/120/120304,101663,187679,11,0.6187053742329658,dev/aac/id06403/Xuze8nctek0/00155_speechRIR,dev/aac/id06403/Xuze8nctek0/00155_noiseRIR,VOXCELEB2id06403
dev/aac/id06724/jvdrFIgX_pA/00300,fma_small/085/085835,201132,268716,6,0.8162503175528897,dev/aac/id06724/jvdrFIgX_pA/00300_speechRIR,dev/aac/id06724/jvdrFIgX_pA/00300_noiseRIR,VOXCELEB2id06724
dev/aac/id03060/85QzX3OE7nw/00041,fma_small/100/100552,397595,491803,7,0.8419567029282333,dev/aac/id03060/85QzX3OE7nw/00041_speechRIR,dev/aac/id03060/85QzX3OE7nw/00041_noiseRIR,VOXCELEB2id03060
dev/aac/id03263/eJvCMfO6QPs/00162,musan/noise/free-sound/noise-free-sound-0842,2182453,2260277,14,0.8284291860605602,dev/aac/id03263/eJvCMfO6QPs/00162_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00162_noiseRIR,VOXCELEB2id03263
dev/aac/id08518/613TNeNUsdw/00049,fma_small/122/122671,396800,496000,10,0.8664763362269401,dev/aac/id08518/613TNeNUsdw/00049_speechRIR,dev/aac/id08518/613TNeNUsdw/00049_noiseRIR,VOXCELEB2id08518
dev/aac/id06511/0NpUeAglKW0/00011,fma_small/145/145645,396800,496000,10,0.5765371157606158,dev/aac/id06511/0NpUeAglKW0/00011_speechRIR,dev/aac/id06511/0NpUeAglKW0/00011_noiseRIR,VOXCELEB2id06511
dev/aac/id01025/6QEOMtEk1lg/00002,freesound/crowd/127590__klankbeeld__down-town-street-ambience-01_R_01_part_16kHz_mono,707314,782066,19,0.3560989383709503,dev/aac/id01025/6QEOMtEk1lg/00002_speechRIR,dev/aac/id01025/6QEOMtEk1lg/00002_noiseRIR,VOXCELEB2id01025
dev/aac/id04899/Ivnx_ALJ-Fw/00012,fma_small/107/107046,23347,87859,17,0.6575407928579652,dev/aac/id04899/Ivnx_ALJ-Fw/00012_speechRIR,dev/aac/id04899/Ivnx_ALJ-Fw/00012_noiseRIR,VOXCELEB2id04899
dev/aac/id01458/qrIFjGnJpZk/00059,freesound/fan/195852__klankbeeld__large-climate-control-system-cambium-college-130626-03_R_04_part_16kHz_mono,1289600,1388800,11,0.8696502746606647,dev/aac/id01458/qrIFjGnJpZk/00059_speechRIR,dev/aac/id01458/qrIFjGnJpZk/00059_noiseRIR,VOXCELEB2id01458
dev/aac/id06403/Mg2PGwSRfVI/00079,freesound/office/50860__corsica-s__post-office-walk-02_L_01_part_16kHz_mono,2487953,2576017,19,0.5482635179981358,dev/aac/id06403/Mg2PGwSRfVI/00079_speechRIR,dev/aac/id06403/Mg2PGwSRfVI/00079_noiseRIR,VOXCELEB2id06403
dev/aac/id02267/Q424KU8f4es/00125,fma_small/086/086576,396800,496000,3,0.7961776051815187,dev/aac/id02267/Q424KU8f4es/00125_speechRIR,dev/aac/id02267/Q424KU8f4es/00125_noiseRIR,VOXCELEB2id02267
dev/aac/id03817/y8wlOPzSMb8/00117,fma_small/087/087967,401466,482362,3,0.886945482797572,dev/aac/id03817/y8wlOPzSMb8/00117_speechRIR,dev/aac/id03817/y8wlOPzSMb8/00117_noiseRIR,VOXCELEB2id03817
dev/aac/id07562/L3Mf6d57ljk/00120,fma_small/048/048452,317742,395566,6,0.6873609487249981,dev/aac/id07562/L3Mf6d57ljk/00120_speechRIR,dev/aac/id07562/L3Mf6d57ljk/00120_noiseRIR,VOXCELEB2id07562
dev/aac/id05696/m5LQkikLL24/00432,freesound/restaurant/171370__klankbeeld__coffee-corner-calm-001_L_01_part_16kHz_mono,1110269,1177853,19,0.8527546574599256,dev/aac/id05696/m5LQkikLL24/00432_speechRIR,dev/aac/id05696/m5LQkikLL24/00432_noiseRIR,VOXCELEB2id05696
dev/aac/id03364/S92pD1n5ens/00038,fma_small/041/041962,423706,492314,19,0.6663395513218253,dev/aac/id03364/S92pD1n5ens/00038_speechRIR,dev/aac/id03364/S92pD1n5ens/00038_noiseRIR,VOXCELEB2id03364
dev/aac/id03313/NcsSHrOVKgQ/00203,freesound/restaurant/233281__jarredgibb__ambience-coffee-shop-2_L_02_part_16kHz_mono,205068,283916,15,0.7189715708991923,dev/aac/id03313/NcsSHrOVKgQ/00203_speechRIR,dev/aac/id03313/NcsSHrOVKgQ/00203_noiseRIR,VOXCELEB2id03313
dev/aac/id00770/KZjy-K4twmc/00112,fma_small/132/132779,297600,396800,4,0.5564670089843856,dev/aac/id00770/KZjy-K4twmc/00112_speechRIR,dev/aac/id00770/KZjy-K4twmc/00112_noiseRIR,VOXCELEB2id00770
dev/aac/id03786/2Z_KSphRIZQ/00039,musan/noise/free-sound/noise-free-sound-0306,5952,96064,16,0.6206030365531732,dev/aac/id03786/2Z_KSphRIZQ/00039_speechRIR,dev/aac/id03786/2Z_KSphRIZQ/00039_noiseRIR,VOXCELEB2id03786
dev/aac/id06511/fRnw9mSq6VI/00353,fma_small/128/128470,99200,198400,14,0.4441504826676521,dev/aac/id06511/fRnw9mSq6VI/00353_speechRIR,dev/aac/id06511/fRnw9mSq6VI/00353_noiseRIR,VOXCELEB2id06511
dev/aac/id06021/yBlOYffrvRw/00070,fma_small/126/126217,419766,483254,11,0.37147443108180644,dev/aac/id06021/yBlOYffrvRw/00070_speechRIR,dev/aac/id06021/yBlOYffrvRw/00070_noiseRIR,VOXCELEB2id06021
dev/aac/id06105/kYhkMNPNcD0/00118,fma_small/073/073174,0,99200,9,0.8825123752740767,dev/aac/id06105/kYhkMNPNcD0/00118_speechRIR,dev/aac/id06105/kYhkMNPNcD0/00118_noiseRIR,VOXCELEB2id06105
dev/aac/id02817/JzzWRAYUVeo/00143,freesound/city/76999__digitopia__09-07-13-1743-rua-da-picaria-small-truck-with-gas-cans-get-loaded-wood-workshop-on-the-other-side-of-the-street-people-and-cars-are-passing-by_L_01_part_16kHz_mono,2777600,2876800,9,0.42080693888524245,dev/aac/id02817/JzzWRAYUVeo/00143_speechRIR,dev/aac/id02817/JzzWRAYUVeo/00143_noiseRIR,VOXCELEB2id02817
dev/aac/id08569/5U5BtXEvhWo/00055,freesound/library/169657__leossom__raininfrontmywindow-beatytunder-2010-deplop60pcsoftened-part3_R_01_part_16kHz_mono,3579823,3666863,12,0.443828306362056,dev/aac/id08569/5U5BtXEvhWo/00055_speechRIR,dev/aac/id08569/5U5BtXEvhWo/00055_noiseRIR,VOXCELEB2id08569
dev/aac/id08574/8gc_A2P1Wso/00029,musan/noise/free-sound/noise-free-sound-0245,198400,297600,10,0.46381857910608437,dev/aac/id08574/8gc_A2P1Wso/00029_speechRIR,dev/aac/id08574/8gc_A2P1Wso/00029_noiseRIR,VOXCELEB2id08574
dev/aac/id00770/8WaOShKuZic/00062,fma_small/100/100975,217679,296527,14,0.49497813770293764,dev/aac/id00770/8WaOShKuZic/00062_speechRIR,dev/aac/id00770/8WaOShKuZic/00062_noiseRIR,VOXCELEB2id00770
dev/aac/id08282/XXBBAp1lE_0/00207,freesound/shop/180325__zabuhailo__walk-thru-shop_L_01_part_16kHz_mono,1589431,1665207,12,0.8571203448990354,dev/aac/id08282/XXBBAp1lE_0/00207_speechRIR,dev/aac/id08282/XXBBAp1lE_0/00207_noiseRIR,VOXCELEB2id08282
dev/aac/id00465/Gc9lIjuaNLw/00025,fma_small/126/126672,25364,97044,13,0.3420705743449031,dev/aac/id00465/Gc9lIjuaNLw/00025_speechRIR,dev/aac/id00465/Gc9lIjuaNLw/00025_noiseRIR,VOXCELEB2id00465
dev/aac/id03215/6tkooy5Hd9Q/00034,fma_small/033/033123,4325,84197,11,0.5038152657434358,dev/aac/id03215/6tkooy5Hd9Q/00034_speechRIR,dev/aac/id03215/6tkooy5Hd9Q/00034_noiseRIR,VOXCELEB2id03215
dev/aac/id08953/fLEIJYEJOqw/00235,freesound/crowd/4173__schluppipuppie__street01_R_06_part_16kHz_mono,999670,1081590,13,0.35969534279121734,dev/aac/id08953/fLEIJYEJOqw/00235_speechRIR,dev/aac/id08953/fLEIJYEJOqw/00235_noiseRIR,VOXCELEB2id08953
dev/aac/id01045/Oo0RcHzKCGc/00125,fma_small/014/014603,201197,297453,13,0.8183395455380318,dev/aac/id01045/Oo0RcHzKCGc/00125_speechRIR,dev/aac/id01045/Oo0RcHzKCGc/00125_noiseRIR,VOXCELEB2id01045
dev/aac/id01827/XBPdzhxmDt4/00175,fma_small/067/067011,396800,496000,19,0.6347335216648196,dev/aac/id01827/XBPdzhxmDt4/00175_speechRIR,dev/aac/id01827/XBPdzhxmDt4/00175_noiseRIR,VOXCELEB2id01827
dev/aac/id03088/tDrjU3-bzik/00411,fma_small/146/146639,0,99200,13,0.40001063607408277,dev/aac/id03088/tDrjU3-bzik/00411_speechRIR,dev/aac/id03088/tDrjU3-bzik/00411_noiseRIR,VOXCELEB2id03088
dev/aac/id00385/SJHYNp69OkY/00169,fma_small/150/150015,306830,381582,5,0.5008833698856048,dev/aac/id00385/SJHYNp69OkY/00169_speechRIR,dev/aac/id00385/SJHYNp69OkY/00169_noiseRIR,VOXCELEB2id00385
dev/aac/id03364/eVAFDH_mEVw/00089,fma_small/011/011765,203762,291826,17,0.8909729358731115,dev/aac/id03364/eVAFDH_mEVw/00089_speechRIR,dev/aac/id03364/eVAFDH_mEVw/00089_noiseRIR,VOXCELEB2id03364
dev/aac/id03532/k-esgVDqrLU/00311,freesound/office/148466__conleec__foley-footsteps-carpet-001_M_01_part_16kHz_mono,405002,475658,15,0.44325655777584305,dev/aac/id03532/k-esgVDqrLU/00311_speechRIR,dev/aac/id03532/k-esgVDqrLU/00311_noiseRIR,VOXCELEB2id03532
dev/aac/id06409/kLYABN3-gH4/00063,fma_small/114/114388,20935,95687,3,0.645365710988294,dev/aac/id06409/kLYABN3-gH4/00063_speechRIR,dev/aac/id06409/kLYABN3-gH4/00063_noiseRIR,VOXCELEB2id06409
dev/aac/id03405/NqXMToMDqOs/00082,fma_small/022/022481,205221,297381,14,0.7328947990692125,dev/aac/id03405/NqXMToMDqOs/00082_speechRIR,dev/aac/id03405/NqXMToMDqOs/00082_noiseRIR,VOXCELEB2id03405
dev/aac/id02267/uXBwiTFPnao/00373,fma_small/106/106567,102029,192141,10,0.5463417383553535,dev/aac/id02267/uXBwiTFPnao/00373_speechRIR,dev/aac/id02267/uXBwiTFPnao/00373_noiseRIR,VOXCELEB2id02267
dev/aac/id03364/s1f5jfAirWY/00151,fma_small/085/085836,105263,194351,13,0.5007037254419423,dev/aac/id03364/s1f5jfAirWY/00151_speechRIR,dev/aac/id03364/s1f5jfAirWY/00151_noiseRIR,VOXCELEB2id03364
dev/aac/id01369/_1Bt5cANQ5o/00089,BUT/airport/Airport02_MotorPavement01_LR_R_01_part_16kHz_mono,396800,496000,3,0.46457124830986307,dev/aac/id01369/_1Bt5cANQ5o/00089_speechRIR,dev/aac/id01369/_1Bt5cANQ5o/00089_noiseRIR,VOXCELEB2id01369
dev/aac/id00770/KZjy-K4twmc/00108,fma_small/107/107180,198400,297600,5,0.638353079617941,dev/aac/id00770/KZjy-K4twmc/00108_speechRIR,dev/aac/id00770/KZjy-K4twmc/00108_noiseRIR,VOXCELEB2id00770
dev/aac/id06118/IsnX0S_9ZJM/00032,freesound/crowd/128921__a-row__kronprinsen-ljudlandskap_L_02_part_16kHz_mono,2214801,2280337,16,0.36757739399250416,dev/aac/id06118/IsnX0S_9ZJM/00032_speechRIR,dev/aac/id06118/IsnX0S_9ZJM/00032_noiseRIR,VOXCELEB2id06118
dev/aac/id03786/oaImeRvAxHM/00391,freesound/crowd/4173__schluppipuppie__street01_R_01_part_16kHz_mono,0,99200,15,0.6606045207162738,dev/aac/id03786/oaImeRvAxHM/00391_speechRIR,dev/aac/id03786/oaImeRvAxHM/00391_noiseRIR,VOXCELEB2id03786
dev/aac/id03994/pvTYLYPuit4/00381,fma_small/148/148079,299587,394819,9,0.7171565555761159,dev/aac/id03994/pvTYLYPuit4/00381_speechRIR,dev/aac/id03994/pvTYLYPuit4/00381_noiseRIR,VOXCELEB2id03994
dev/aac/id06794/7DsXfInhkF8/00034,fma_small/048/048446,99200,198400,12,0.6634624695011345,dev/aac/id06794/7DsXfInhkF8/00034_speechRIR,dev/aac/id06794/7DsXfInhkF8/00034_noiseRIR,VOXCELEB2id06794
dev/aac/id03263/3n-rgEaSRZM/00018,fma_small/072/072046,198400,297600,15,0.8657829136420618,dev/aac/id03263/3n-rgEaSRZM/00018_speechRIR,dev/aac/id03263/3n-rgEaSRZM/00018_noiseRIR,VOXCELEB2id03263
dev/aac/id01369/_1Bt5cANQ5o/00083,fma_small/109/109446,99200,198400,13,0.4953761590385811,dev/aac/id01369/_1Bt5cANQ5o/00083_speechRIR,dev/aac/id01369/_1Bt5cANQ5o/00083_noiseRIR,VOXCELEB2id01369
dev/aac/id03215/6tkooy5Hd9Q/00037,fma_small/069/069823,7439,88335,8,0.6665729332758822,dev/aac/id03215/6tkooy5Hd9Q/00037_speechRIR,dev/aac/id03215/6tkooy5Hd9Q/00037_noiseRIR,VOXCELEB2id03215
dev/aac/id02817/JzzWRAYUVeo/00176,fma_small/131/131325,10522,76058,15,0.6331500344668154,dev/aac/id02817/JzzWRAYUVeo/00176_speechRIR,dev/aac/id02817/JzzWRAYUVeo/00176_noiseRIR,VOXCELEB2id02817
dev/aac/id07562/OCo1RHdR710/00127,fma_small/122/122085,421881,489465,18,0.3491483992708525,dev/aac/id07562/OCo1RHdR710/00127_speechRIR,dev/aac/id07562/OCo1RHdR710/00127_noiseRIR,VOXCELEB2id07562
dev/aac/id01045/qIoY_yuD13k/00225,fma_small/087/087106,314479,395375,5,0.8017695267190197,dev/aac/id01045/qIoY_yuD13k/00225_speechRIR,dev/aac/id01045/qIoY_yuD13k/00225_noiseRIR,VOXCELEB2id01045
dev/aac/id08282/Mp0qfd6nWhY/00118,fma_small/075/075936,108370,182098,11,0.4149744908511896,dev/aac/id08282/Mp0qfd6nWhY/00118_speechRIR,dev/aac/id08282/Mp0qfd6nWhY/00118_noiseRIR,VOXCELEB2id08282
dev/aac/id07956/RLG2Tj8qaCk/00171,fma_small/088/088860,18826,89482,15,0.5048112982014837,dev/aac/id07956/RLG2Tj8qaCk/00171_speechRIR,dev/aac/id07956/RLG2Tj8qaCk/00171_noiseRIR,VOXCELEB2id07956
dev/aac/id04198/Nyi90qsGm44/00163,fma_small/045/045516,0,99200,13,0.8907894203365323,dev/aac/id04198/Nyi90qsGm44/00163_speechRIR,dev/aac/id04198/Nyi90qsGm44/00163_noiseRIR,VOXCELEB2id04198
dev/aac/id03994/DcdG0FSTnhw/00186,fma_small/085/085494,0,99200,7,0.3153965122927509,dev/aac/id03994/DcdG0FSTnhw/00186_speechRIR,dev/aac/id03994/DcdG0FSTnhw/00186_noiseRIR,VOXCELEB2id03994
dev/aac/id08282/Mp0qfd6nWhY/00109,fma_small/111/111389,0,99200,3,0.6592350804524542,dev/aac/id08282/Mp0qfd6nWhY/00109_speechRIR,dev/aac/id08282/Mp0qfd6nWhY/00109_noiseRIR,VOXCELEB2id08282
dev/aac/id08953/LCw5GXa52s4/00132,freesound/shop/180325__zabuhailo__walk-thru-shop_L_02_part_16kHz_mono,664,74392,7,0.5046012493976134,dev/aac/id08953/LCw5GXa52s4/00132_speechRIR,dev/aac/id08953/LCw5GXa52s4/00132_noiseRIR,VOXCELEB2id08953
dev/aac/id01458/OWYV3zPXx64/00029,fma_small/049/049394,403606,491670,13,0.744900023735807,dev/aac/id01458/OWYV3zPXx64/00029_speechRIR,dev/aac/id01458/OWYV3zPXx64/00029_noiseRIR,VOXCELEB2id01458
dev/aac/id08282/vBuXVGh5Q6M/00306,fma_small/147/147815,0,99200,5,0.6742194756455278,dev/aac/id08282/vBuXVGh5Q6M/00306_speechRIR,dev/aac/id08282/vBuXVGh5Q6M/00306_noiseRIR,VOXCELEB2id08282
dev/aac/id03786/rGe1IcS-Fnk/00435,fma_small/024/024421,208767,295807,4,0.7696064847225897,dev/aac/id03786/rGe1IcS-Fnk/00435_speechRIR,dev/aac/id03786/rGe1IcS-Fnk/00435_noiseRIR,VOXCELEB2id03786
dev/aac/id05584/Ltmmo8d5uak/00121,fma_small/030/030702,201268,283188,16,0.7281603352679389,dev/aac/id05584/Ltmmo8d5uak/00121_speechRIR,dev/aac/id05584/Ltmmo8d5uak/00121_noiseRIR,VOXCELEB2id05584
dev/aac/id04198/qHJi9hBbzjo/00434,fma_small/034/034510,0,99200,9,0.30976287276625625,dev/aac/id04198/qHJi9hBbzjo/00434_speechRIR,dev/aac/id04198/qHJi9hBbzjo/00434_noiseRIR,VOXCELEB2id04198
dev/aac/id04198/CVvWhdDlQuk/00072,fma_small/012/012552,297600,396800,10,0.680713082571829,dev/aac/id04198/CVvWhdDlQuk/00072_speechRIR,dev/aac/id04198/CVvWhdDlQuk/00072_noiseRIR,VOXCELEB2id04198
dev/aac/id00770/KZjy-K4twmc/00114,freesound/library/76326__lg__library-06-090724_L_03_part_16kHz_mono,1687043,1769987,14,0.5690801084469985,dev/aac/id00770/KZjy-K4twmc/00114_speechRIR,dev/aac/id00770/KZjy-K4twmc/00114_noiseRIR,VOXCELEB2id00770
dev/aac/id03263/eJvCMfO6QPs/00161,fma_small/003/003778,120893,194621,6,0.32913089473106016,dev/aac/id03263/eJvCMfO6QPs/00161_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00161_noiseRIR,VOXCELEB2id03263
dev/aac/id08569/qU7N-g_3TDo/00436,fma_small/130/130134,404932,470468,18,0.6890923014766444,dev/aac/id08569/qU7N-g_3TDo/00436_speechRIR,dev/aac/id08569/qU7N-g_3TDo/00436_noiseRIR,VOXCELEB2id08569
dev/aac/id08574/VzUyZTSnRf4/00125,fma_small/059/059676,99200,198400,16,0.4504377496134041,dev/aac/id08574/VzUyZTSnRf4/00125_speechRIR,dev/aac/id08574/VzUyZTSnRf4/00125_noiseRIR,VOXCELEB2id08574
dev/aac/id07955/nkTFtUMjUkI/00326,fma_small/087/087490,198400,297600,19,0.38753447325415297,dev/aac/id07955/nkTFtUMjUkI/00326_speechRIR,dev/aac/id07955/nkTFtUMjUkI/00326_noiseRIR,VOXCELEB2id07955
dev/aac/id04899/OTHYd_kZ_Tg/00020,fma_small/108/108477,413359,489135,16,0.6448149992713399,dev/aac/id04899/OTHYd_kZ_Tg/00020_speechRIR,dev/aac/id04899/OTHYd_kZ_Tg/00020_noiseRIR,VOXCELEB2id04899
dev/aac/id00385/efmV0LEy7T0/00309,freesound/workshop/190637__ftpaddict__ambient-sound-from-a-workshop-floor_R_06_part_16kHz_mono,2905281,2975937,10,0.40276208084364373,dev/aac/id00385/efmV0LEy7T0/00309_speechRIR,dev/aac/id00385/efmV0LEy7T0/00309_noiseRIR,VOXCELEB2id00385
dev/aac/id03532/40ZZ1MLpFvc/00045,fma_small/091/091088,99200,198400,11,0.3029948238947399,dev/aac/id03532/40ZZ1MLpFvc/00045_speechRIR,dev/aac/id03532/40ZZ1MLpFvc/00045_noiseRIR,VOXCELEB2id03532
dev/aac/id03786/oaImeRvAxHM/00383,fma_small/139/139330,198400,297600,7,0.36604499572446464,dev/aac/id03786/oaImeRvAxHM/00383_speechRIR,dev/aac/id03786/oaImeRvAxHM/00383_noiseRIR,VOXCELEB2id03786
dev/aac/id00385/SJMQ1EDS3Eg/00211,fma_small/048/048015,0,99200,6,0.7755597888462722,dev/aac/id00385/SJMQ1EDS3Eg/00211_speechRIR,dev/aac/id00385/SJMQ1EDS3Eg/00211_noiseRIR,VOXCELEB2id00385
dev/aac/id01458/5WZdFPkLhQM/00004,fma_small/145/145728,122412,186924,15,0.565658370509297,dev/aac/id01458/5WZdFPkLhQM/00004_speechRIR,dev/aac/id01458/5WZdFPkLhQM/00004_noiseRIR,VOXCELEB2id01458
dev/aac/id05584/VSRGTHy-zSY/00206,BUT/fan/fan_04_R_01_part_16kHz_mono,1105301,1178005,13,0.8653620494771321,dev/aac/id05584/VSRGTHy-zSY/00206_speechRIR,dev/aac/id05584/VSRGTHy-zSY/00206_noiseRIR,VOXCELEB2id05584
dev/aac/id06794/KfuvXw6l_BI/00069,fma_small/121/121985,0,99200,19,0.35366149809771624,dev/aac/id06794/KfuvXw6l_BI/00069_speechRIR,dev/aac/id06794/KfuvXw6l_BI/00069_noiseRIR,VOXCELEB2id06794
dev/aac/id06105/kYhkMNPNcD0/00108,fma_small/126/126055,396800,496000,17,0.509747624147026,dev/aac/id06105/kYhkMNPNcD0/00108_speechRIR,dev/aac/id06105/kYhkMNPNcD0/00108_noiseRIR,VOXCELEB2id06105
dev/aac/id08574/EWGAsdx9HsE/00058,fma_small/126/126402,111956,195924,16,0.5774663888722025,dev/aac/id08574/EWGAsdx9HsE/00058_speechRIR,dev/aac/id08574/EWGAsdx9HsE/00058_noiseRIR,VOXCELEB2id08574
dev/aac/id08282/WF9O1kvoYqc/00199,fma_small/045/045103,396800,496000,13,0.6543851842384749,dev/aac/id08282/WF9O1kvoYqc/00199_speechRIR,dev/aac/id08282/WF9O1kvoYqc/00199_noiseRIR,VOXCELEB2id08282
dev/aac/id00827/pFlr9nEk2IY/00116,musan/noise/sound-bible/noise-sound-bible-0076,297600,396800,15,0.43338531406126257,dev/aac/id00827/pFlr9nEk2IY/00116_speechRIR,dev/aac/id00827/pFlr9nEk2IY/00116_noiseRIR,VOXCELEB2id00827
dev/aac/id03263/eJvCMfO6QPs/00221,fma_small/126/126416,99200,198400,12,0.6243884990077958,dev/aac/id03263/eJvCMfO6QPs/00221_speechRIR,dev/aac/id03263/eJvCMfO6QPs/00221_noiseRIR,VOXCELEB2id03263
dev/aac/id02817/5yySOXpH-jk/00073,fma_small/126/126289,297882,371610,15,0.41822771174413104,dev/aac/id02817/5yySOXpH-jk/00073_speechRIR,dev/aac/id02817/5yySOXpH-jk/00073_noiseRIR,VOXCELEB2id02817
dev/aac/id06511/0pGLcaa9whI/00027,fma_small/035/035299,3358,71966,5,0.5636067896580332,dev/aac/id06511/0pGLcaa9whI/00027_speechRIR,dev/aac/id06511/0pGLcaa9whI/00027_noiseRIR,VOXCELEB2id06511
dev/aac/id03364/pty6f4Tm9-8/00121,fma_small/019/019674,99548,194780,16,0.7069274841780075,dev/aac/id03364/pty6f4Tm9-8/00121_speechRIR,dev/aac/id03364/pty6f4Tm9-8/00121_noiseRIR,VOXCELEB2id03364
dev/aac/id03532/G_3VhDyEvig/00132,fma_small/078/078843,396800,496000,3,0.8121010183620563,dev/aac/id03532/G_3VhDyEvig/00132_speechRIR,dev/aac/id03532/G_3VhDyEvig/00132_noiseRIR,VOXCELEB2id03532
dev/aac/id02817/4XSbK67JgYc/00009,fma_small/011/011788,217753,295577,18,0.37560550033961465,dev/aac/id02817/4XSbK67JgYc/00009_speechRIR,dev/aac/id02817/4XSbK67JgYc/00009_noiseRIR,VOXCELEB2id02817
dev/aac/id03532/756TlP3qrJM/00099,fma_small/057/057176,0,99200,14,0.32523893571344825,dev/aac/id03532/756TlP3qrJM/00099_speechRIR,dev/aac/id03532/756TlP3qrJM/00099_noiseRIR,VOXCELEB2id03532
dev/aac/id03088/_bhkyaYJdjE/00329,musan/noise/free-sound/noise-free-sound-0244,702900,773556,9,0.39734614942155216,dev/aac/id03088/_bhkyaYJdjE/00329_speechRIR,dev/aac/id03088/_bhkyaYJdjE/00329_noiseRIR,VOXCELEB2id03088
dev/aac/id07955/5E-KXhHSuls/00046,freesound/restaurant/233281__jarredgibb__ambience-coffee-shop-2_R_03_part_16kHz_mono,2579944,2678248,11,0.5856030719836367,dev/aac/id07955/5E-KXhHSuls/00046_speechRIR,dev/aac/id07955/5E-KXhHSuls/00046_noiseRIR,VOXCELEB2id07955
dev/aac/id01729/3IvHwQwVVTo/00047,freesound/workshop/204948__capslok__sanding-a-piece-of-wood_L_01_part_16kHz_mono,228789,294325,5,0.763115811805746,dev/aac/id01729/3IvHwQwVVTo/00047_speechRIR,dev/aac/id01729/3IvHwQwVVTo/00047_noiseRIR,VOXCELEB2id01729
dev/aac/id03786/Ap-b2dmyJd8/00090,fma_small/127/127910,3834,82682,7,0.459923621537598,dev/aac/id03786/Ap-b2dmyJd8/00090_speechRIR,dev/aac/id03786/Ap-b2dmyJd8/00090_noiseRIR,VOXCELEB2id03786
dev/aac/id00827/pFlr9nEk2IY/00123,fma_small/137/137998,396800,496000,13,0.7095164668360696,dev/aac/id00827/pFlr9nEk2IY/00123_speechRIR,dev/aac/id00827/pFlr9nEk2IY/00123_noiseRIR,VOXCELEB2id00827
dev/aac/id08518/nlGPIQkRtgE/00321,freesound/music/141189__beedy__shopping-center_R_01_part_16kHz_mono,2282472,2367464,10,0.42115085927560414,dev/aac/id08518/nlGPIQkRtgE/00321_speechRIR,dev/aac/id08518/nlGPIQkRtgE/00321_noiseRIR,VOXCELEB2id08518
dev/aac/id03342/6-EEVwkBvEI/00010,fma_small/076/076128,99200,198400,18,0.5421133106288303,dev/aac/id03342/6-EEVwkBvEI/00010_speechRIR,dev/aac/id03342/6-EEVwkBvEI/00010_noiseRIR,VOXCELEB2id03342
dev/aac/id06385/Ae0V9KWi1A8/00040,fma_small/113/113263,99200,198400,11,0.8813013327457604,dev/aac/id06385/Ae0V9KWi1A8/00040_speechRIR,dev/aac/id06385/Ae0V9KWi1A8/00040_noiseRIR,VOXCELEB2id06385
dev/aac/id08953/kI5rditLUaI/00391,freesound/workshop/189817__iankath__general-atmosphere-of-metal-fabrication-workshop_R_02_part_16kHz_mono,2380800,2480000,9,0.537182226493268,dev/aac/id08953/kI5rditLUaI/00391_speechRIR,dev/aac/id08953/kI5rditLUaI/00391_noiseRIR,VOXCELEB2id08953
dev/aac/id00385/SJMQ1EDS3Eg/00242,freesound/workshop/46352__arnaud-coutancier__cabinet-maker-workshop-atelier-ebeniste_L_01_part_16kHz_mono,1205219,1276899,11,0.7750106969120771,dev/aac/id00385/SJMQ1EDS3Eg/00242_speechRIR,dev/aac/id00385/SJMQ1EDS3Eg/00242_noiseRIR,VOXCELEB2id00385
dev/aac/id03994/u7ccuQtHgMM/00481,fma_small/000/000995,315540,387220,19,0.7759721859724458,dev/aac/id03994/u7ccuQtHgMM/00481_speechRIR,dev/aac/id03994/u7ccuQtHgMM/00481_noiseRIR,VOXCELEB2id03994
